"Game Id"	"Code"	"¿Quién será el representante de España en Eurovisión 2024?"	"Score"	"Server Time"	"Date"	"Time"	"Browser"	"Version"	"Device"	"MiniGameScore"	"MiniGameDistance"	"MiniGameItems"	"MiniGameActions"	"MiniGameTime"	"IP"	"ISO"	"backUrl"	"utm_campaign"	"utm_content"	"utm_medium"	"utm_source"	"utm_term"	"xtor"
"C1BE6D96-3D90-41CE-A62B-CE01971AA0D5"	""	"Marlena"	0	0	"2023-11-29"	"15:04:22"	"Chrome"	"119"	"Desktop"						"BD0CAB989198D5C4"	"ES"							
"F481998A-5EAD-4D1A-83CC-5F78B6F1951C"	""	"Marlena"	0	1	"2023-11-29"	"15:02:29"	"Chrome"	"119"	"Desktop"						"BD0CAB989198D5C4"	"ES"							
"3A0A4A83-90BA-43D0-8EE4-46D681F092A5"	""	"Angy"	0	1074	"2023-11-29"	"14:44:00"	"Chrome"	"119"	"Desktop"						"BD0CAB989198D5C4"	"ES"							
"9BAB11D4-BEB8-4F18-A43C-60319A2A4D5B"	""		0	114	"2023-11-29"	"14:43:45"									""								
